# Time (a.u.)	Order parameter |r|
0.9270	5.1737715e-01
0.9280	5.1799085e-01
0.9290	5.1860406e-01
0.9300	5.1921676e-01
0.9310	5.1982897e-01
0.9320	5.2044069e-01
0.9330	5.2105192e-01
0.9340	5.2166265e-01
0.9350	5.2227289e-01
0.9360	5.2288264e-01
0.9370	5.2349191e-01
0.9380	5.2410069e-01
0.9390	5.2470898e-01
0.9400	5.2531679e-01
0.9410	5.2592412e-01
0.9420	5.2653097e-01
0.9430	5.2713734e-01
0.9440	5.2774324e-01
0.9450	5.2834866e-01
0.9460	5.2895361e-01
0.9470	5.2955808e-01
0.9480	5.3016209e-01
0.9490	5.3076563e-01
0.9500	5.3136870e-01
0.9510	5.3197130e-01
0.9520	5.3257345e-01
0.9530	5.3317513e-01
0.9540	5.3377636e-01
0.9550	5.3437712e-01
0.9560	5.3497744e-01
0.9570	5.3557729e-01
0.9580	5.3617670e-01
0.9590	5.3677566e-01
0.9600	5.3737417e-01
0.9610	5.3797223e-01
0.9620	5.3856985e-01
0.9630	5.3916703e-01
0.9640	5.3976377e-01
0.9650	5.4036007e-01
0.9660	5.4095593e-01
0.9670	5.4155136e-01
0.9680	5.4214636e-01
0.9690	5.4274092e-01
0.9700	5.4333506e-01
0.9710	5.4392878e-01
0.9720	5.4452207e-01
0.9730	5.4511493e-01
0.9740	5.4570738e-01
0.9750	5.4629941e-01
0.9760	5.4689102e-01
0.9770	5.4748222e-01
0.9780	5.4807301e-01
0.9790	5.4866339e-01
0.9800	5.4925336e-01
0.9810	5.4984292e-01
0.9820	5.5043208e-01
0.9830	5.5102084e-01
0.9840	5.5160919e-01
0.9850	5.5219715e-01
0.9860	5.5278472e-01
0.9870	5.5337189e-01
0.9880	5.5395866e-01
0.9890	5.5454505e-01
0.9900	5.5513104e-01
